// JOGOS
// Version 1.01
// File Date:2021/04/06 09:37:12
// (C) 2020 JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
Model=JOGOS

[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0237
SensorType=D0D1T1C1C2K0U3O0TOB0
SensorType2=06070303000202020302
Channel=10
Comment=
MeasMode=0

PreHeat=5000
Interval=100
SampleCnt=6240

StartTime=2021/02/27 07:55:14
EndTime=2021/02/27 08:05:37

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=0
PC_SWC=0
PC_SWD=0

DepthZero=0
StartDepthA=0
StartDepthB=0

FilmNo=132001A

CondDepB=0
DepM=0

FormulaDOM=0
ExplanationDOM=Weiss (1970)

CoefDate=2013/07/08

Ch1=-7.85300379e-01,2.394208470e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.63364400e00,1.067494000e-03,-1.24584300e-08,2.836957000e-13,-3.37097900e-18,2.420048000e-23,0.000000000e00,0.000000000e00,
Ch4=1.394719000e-03,3.828444000e01,-2.63250700e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.938645000000,7.551445000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.054095000000,1.394010000e-02,4.966240000e-08,2.081400000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.43118500e01,2.409749000e06,-6.22440000e03,1.040000000e-02,4.500000000e-03,0.000000000e00,0.000000000e00,1.0000000000000,
Ch9=-5.46463000e00,1.026533000e-03,-8.39820400e-09,1.096716000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Measurement Date/Time,Press. [dbar],Temp. [℃],Salinity,Cond. [mS/cm],EC [μS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [ppb],Turb. [FTU],DO [%],DO [mg/l],DO [μmol/l],Batt. [V]
2021/02/27 08:03:19,0.096,25.922,14.739,24.751,24258.824,1007.845,7.845,3.21,3.21,1.04,91.85,6.851,214.105,8.36,
2021/02/27 08:03:19,0.000,25.922,14.730,24.737,24244.878,1007.838,7.838,3.18,3.18,1.16,91.89,6.854,214.193,8.38,
2021/02/27 08:03:19,0.000,25.922,14.695,24.683,24192.360,1007.812,7.812,3.32,3.32,1.50,91.96,6.860,214.403,8.39,
2021/02/27 08:03:19,0.024,25.924,14.645,24.608,24118.050,1007.774,7.774,3.59,3.59,1.89,91.90,6.858,214.325,8.38,
2021/02/27 08:03:19,-0.024,25.925,14.641,24.602,24111.229,1007.770,7.770,3.73,3.73,2.12,91.86,6.855,214.240,8.37,
2021/02/27 08:03:19,-0.120,25.926,14.642,24.604,24113.299,1007.771,7.771,3.65,3.65,1.77,92.07,6.871,214.724,8.37,
2021/02/27 08:03:19,-0.168,25.927,14.626,24.579,24088.374,1007.758,7.759,3.45,3.45,1.40,92.06,6.871,214.720,8.37,
2021/02/27 08:03:20,-0.215,25.927,14.608,24.552,24061.362,1007.744,7.745,3.42,3.42,1.25,92.02,6.868,214.633,8.39,
2021/02/27 08:03:20,-0.263,25.928,14.607,24.552,24060.838,1007.743,7.745,3.45,3.45,1.19,92.17,6.880,215.000,8.38,
2021/02/27 08:03:20,-0.335,25.929,14.617,24.568,24075.809,1007.751,7.752,3.55,3.55,1.34,92.15,6.878,214.939,8.36,
2021/02/27 08:03:20,-0.359,25.928,14.634,24.593,24101.266,1007.763,7.765,3.69,3.69,1.50,92.17,6.878,214.948,8.37,
2021/02/27 08:03:20,-0.311,25.927,14.629,24.584,24092.820,1007.759,7.761,3.71,3.71,1.67,92.15,6.877,214.913,8.37,
2021/02/27 08:03:20,-0.359,25.927,14.640,24.601,24109.733,1007.768,7.769,3.75,3.75,1.77,92.27,6.885,215.171,8.37,
2021/02/27 08:03:20,-0.455,25.928,14.621,24.573,24081.279,1007.753,7.755,3.63,3.63,1.47,92.22,6.882,215.090,8.37,
2021/02/27 08:03:20,-0.551,25.926,14.617,24.566,24074.848,1007.750,7.752,3.72,3.72,1.40,92.27,6.886,215.197,8.37,
2021/02/27 08:03:20,-0.575,25.927,14.466,24.334,23847.697,1007.637,7.639,4.46,4.46,3.07,92.33,6.897,215.538,8.39,
2021/02/27 08:03:20,-0.575,25.926,14.556,24.472,23983.642,1007.704,7.707,5.07,5.07,7.14,92.33,6.893,215.410,8.38,
2021/02/27 08:03:21,-0.622,25.925,14.569,24.491,24002.590,1007.714,7.717,4.92,4.92,5.27,92.37,6.895,215.497,8.37,
2021/02/27 08:03:21,-0.599,25.926,14.586,24.518,24028.388,1007.726,7.729,4.59,4.59,4.33,92.41,6.898,215.561,8.38,
2021/02/27 08:03:21,-0.575,25.926,14.606,24.549,24059.358,1007.742,7.745,4.28,4.28,3.39,92.50,6.904,215.754,8.38,
2021/02/27 08:03:21,-0.575,25.926,14.600,24.539,24049.162,1007.737,7.740,4.22,4.22,3.20,92.50,6.904,215.768,8.38,
2021/02/27 08:03:21,-0.622,25.925,14.585,24.516,24026.731,1007.726,7.728,4.27,4.27,3.10,92.46,6.902,215.695,8.38,
2021/02/27 08:03:21,-0.718,25.926,14.586,24.517,24027.943,1007.726,7.729,3.99,3.99,2.58,92.45,6.901,215.675,8.37,
2021/02/27 08:03:21,-0.742,25.927,14.590,24.524,24034.498,1007.729,7.732,3.93,3.93,2.26,92.51,6.905,215.791,8.37,
2021/02/27 08:03:21,-0.790,25.927,14.564,24.485,23995.965,1007.709,7.713,4.49,4.49,2.85,92.58,6.911,215.991,8.38,
2021/02/27 08:03:21,-0.814,25.927,14.578,24.505,24015.781,1007.719,7.723,4.51,4.51,2.42,92.63,6.915,216.108,8.39,
2021/02/27 08:03:21,-0.718,25.926,14.574,24.500,24011.014,1007.717,7.720,4.64,4.64,2.37,92.62,6.914,216.083,8.39,
2021/02/27 08:03:22,-0.694,25.925,14.568,24.489,24000.862,1007.713,7.716,5.92,5.92,4.95,92.63,6.915,216.097,8.39,
2021/02/27 08:03:22,-0.718,25.923,14.562,24.480,23992.982,1007.709,7.712,5.93,5.93,3.88,92.65,6.917,216.164,8.38,
2021/02/27 08:03:22,-0.766,25.921,14.559,24.475,23988.425,1007.707,7.711,5.29,5.29,3.60,92.59,6.913,216.040,8.37,
2021/02/27 08:03:22,-0.790,25.919,14.556,24.469,23983.830,1007.705,7.709,6.67,6.67,4.05,92.54,6.909,215.929,8.38,
2021/02/27 08:03:22,-0.790,25.917,14.546,24.452,23968.479,1007.698,7.702,6.65,6.65,6.09,92.49,6.906,215.838,8.38,
2021/02/27 08:03:22,-0.766,25.917,14.536,24.437,23953.965,1007.691,7.695,6.15,6.15,5.43,92.62,6.916,216.148,8.40,
2021/02/27 08:03:22,-0.790,25.915,14.533,24.431,23949.266,1007.689,7.693,6.18,6.18,4.12,92.75,6.926,216.437,8.37,
2021/02/27 08:03:22,-0.766,25.916,14.530,24.427,23944.568,1007.687,7.690,5.14,5.14,4.47,92.75,6.926,216.465,8.37,
2021/02/27 08:03:22,-0.742,25.916,14.545,24.450,23966.991,1007.698,7.701,4.75,4.75,3.73,92.77,6.928,216.502,8.38,
2021/02/27 08:03:22,-0.766,25.914,14.513,24.399,23918.466,1007.674,7.678,4.57,4.57,2.72,92.70,6.923,216.371,8.36,
2021/02/27 08:03:23,-0.814,25.911,14.545,24.448,23967.461,1007.699,7.703,4.15,4.15,2.82,92.70,6.923,216.343,8.38,
2021/02/27 08:03:23,-0.814,25.910,14.531,24.426,23946.817,1007.689,7.693,5.65,5.65,1.81,92.65,6.919,216.239,8.37,
2021/02/27 08:03:23,-0.838,25.910,14.531,24.426,23946.959,1007.689,7.693,6.35,6.35,2.42,92.58,6.914,216.080,8.37,
2021/02/27 08:03:23,-0.814,25.910,14.514,24.400,23920.707,1007.676,7.680,5.32,5.32,4.87,92.73,6.926,216.448,8.37,
2021/02/27 08:03:23,-0.862,25.912,14.520,24.410,23929.272,1007.680,7.684,7.14,7.14,4.95,92.78,6.929,216.550,8.38,
2021/02/27 08:03:23,-0.790,25.913,14.486,24.358,23878.101,1007.654,7.658,7.54,7.54,4.33,92.87,6.937,216.793,8.38,
2021/02/27 08:03:23,-0.766,25.913,14.545,24.449,23967.577,1007.699,7.702,7.42,7.42,3.80,92.88,6.936,216.770,8.37,
2021/02/27 08:03:23,-0.766,25.912,14.513,24.399,23919.230,1007.675,7.679,6.14,6.14,3.80,92.70,6.924,216.389,8.37,
2021/02/27 08:03:23,-0.814,25.913,14.534,24.432,23950.662,1007.690,7.694,6.13,6.13,3.87,92.70,6.923,216.345,8.39,
2021/02/27 08:03:23,-0.838,25.915,14.545,24.450,23967.765,1007.698,7.702,6.15,6.15,3.59,92.75,6.926,216.446,8.40,
2021/02/27 08:03:24,-0.910,25.913,14.547,24.452,23969.956,1007.699,7.703,5.77,5.77,2.93,92.65,6.919,216.225,8.38,
2021/02/27 08:03:24,-0.934,25.910,14.529,24.423,23943.999,1007.687,7.692,5.17,5.17,2.56,92.71,6.924,216.386,8.38,
2021/02/27 08:03:24,-0.958,25.907,14.545,24.446,23967.983,1007.700,7.704,5.21,5.21,2.34,92.79,6.930,216.561,8.38,
2021/02/27 08:03:24,-0.934,25.906,14.547,24.449,23970.578,1007.701,7.706,4.80,4.80,2.85,92.76,6.928,216.504,8.38,
2021/02/27 08:03:24,-0.910,25.906,14.534,24.429,23951.528,1007.692,7.696,4.72,4.72,2.93,92.83,6.933,216.660,8.38,
2021/02/27 08:03:24,-0.886,25.905,14.538,24.434,23957.084,1007.695,7.699,4.70,4.70,2.93,92.81,6.932,216.625,8.39,
2021/02/27 08:03:24,-0.910,25.906,14.530,24.422,23944.419,1007.689,7.693,4.94,4.94,2.79,92.77,6.929,216.538,8.38,
2021/02/27 08:03:24,-0.934,25.907,14.539,24.437,23958.860,1007.696,7.700,4.51,4.51,2.33,92.80,6.930,216.587,8.39,
2021/02/27 08:03:24,-0.934,25.907,14.511,24.394,23916.221,1007.674,7.678,4.58,4.58,2.70,92.83,6.934,216.688,8.38,
2021/02/27 08:03:24,-0.958,25.908,14.415,24.247,23771.871,1007.602,7.607,4.85,4.85,4.98,92.86,6.941,216.910,8.38,
2021/02/27 08:03:25,-0.934,25.910,14.508,24.390,23911.642,1007.671,7.675,4.88,4.88,5.05,92.85,6.936,216.765,8.37,
2021/02/27 08:03:25,-0.910,25.911,14.499,24.377,23898.135,1007.664,7.668,5.38,5.38,5.47,92.77,6.930,216.563,8.37,
2021/02/27 08:03:25,-0.886,25.912,14.493,24.369,23889.222,1007.660,7.664,5.75,5.75,4.44,92.80,6.932,216.643,8.37,
2021/02/27 08:03:25,-0.838,25.913,14.433,24.277,23798.819,1007.615,7.619,7.47,7.47,4.29,92.76,6.931,216.620,8.37,
2021/02/27 08:03:25,-0.790,25.913,14.538,24.439,23957.427,1007.694,7.697,12.32,12.32,11.26,92.80,6.930,216.570,8.37,
2021/02/27 08:03:25,-0.742,25.913,14.548,24.453,23971.381,1007.701,7.704,10.37,10.37,14.76,92.79,6.929,216.554,8.38,
2021/02/27 08:03:25,-0.742,25.913,14.457,24.314,23835.135,1007.633,7.637,7.23,7.23,9.79,92.83,6.936,216.750,8.37,
2021/02/27 08:03:25,-0.766,25.914,14.321,24.105,23630.233,1007.531,7.535,5.81,5.81,7.69,92.86,6.943,216.989,8.37,
2021/02/27 08:03:25,-0.790,25.914,14.526,24.420,23938.337,1007.684,7.688,5.03,5.03,5.13,92.91,6.939,216.860,8.37,
2021/02/27 08:03:25,-0.814,25.914,14.504,24.386,23905.126,1007.667,7.671,4.50,4.50,3.78,93.02,6.948,217.131,8.37,
2021/02/27 08:03:26,-0.814,25.914,14.517,24.407,23925.288,1007.677,7.681,4.20,4.20,3.20,93.01,6.947,217.097,8.39,
2021/02/27 08:03:26,-0.838,25.915,14.524,24.417,23934.923,1007.682,7.686,3.95,3.95,2.44,92.92,6.939,216.869,8.38,
2021/02/27 08:03:26,-0.862,25.913,14.533,24.430,23949.494,1007.690,7.693,4.58,4.58,2.06,92.85,6.934,216.704,8.36,
2021/02/27 08:03:26,-0.886,25.913,14.545,24.449,23967.533,1007.699,7.702,4.15,4.15,2.70,92.87,6.935,216.738,8.37,
2021/02/27 08:03:26,-0.910,25.913,14.546,24.450,23968.355,1007.699,7.703,3.92,3.92,3.21,92.89,6.937,216.780,8.39,
2021/02/27 08:03:26,-0.910,25.912,14.546,24.449,23968.249,1007.699,7.703,4.49,4.49,2.37,92.90,6.938,216.823,8.37,
2021/02/27 08:03:26,-0.958,25.911,14.543,24.444,23964.162,1007.697,7.701,4.28,4.28,3.08,92.84,6.933,216.667,8.37,
2021/02/27 08:03:26,-0.934,25.911,14.546,24.450,23969.151,1007.699,7.704,4.00,4.00,3.18,92.94,6.940,216.883,8.37,
2021/02/27 08:03:26,-0.886,25.912,14.543,24.446,23965.007,1007.697,7.701,6.33,6.33,6.37,92.92,6.939,216.856,8.37,
2021/02/27 08:03:26,-0.814,25.913,14.503,24.385,23904.638,1007.668,7.671,12.63,12.63,10.36,92.94,6.942,216.943,8.39,
2021/02/27 08:03:27,-0.742,25.913,14.513,24.399,23919.016,1007.675,7.678,19.93,19.93,20.91,92.87,6.936,216.761,8.37,
2021/02/27 08:03:27,-0.718,25.913,14.456,24.312,23833.940,1007.633,7.636,21.88,21.88,22.35,92.87,6.939,216.842,8.37,
2021/02/27 08:03:27,-0.694,25.910,14.507,24.389,23910.606,1007.672,7.675,15.73,15.73,13.52,92.88,6.937,216.805,8.36,
2021/02/27 08:03:27,-0.694,25.909,14.528,24.421,23942.212,1007.688,7.691,9.88,9.88,7.86,92.88,6.937,216.791,8.37,
2021/02/27 08:03:27,-0.718,25.908,14.542,24.441,23962.651,1007.698,7.701,8.67,8.67,6.19,92.88,6.936,216.775,8.37,
2021/02/27 08:03:27,-0.742,25.908,14.512,24.396,23917.848,1007.676,7.679,5.84,5.84,5.02,92.89,6.938,216.835,8.37,
2021/02/27 08:03:27,-0.790,25.909,14.548,24.451,23972.008,1007.702,7.706,4.48,4.48,3.55,92.86,6.935,216.718,8.38,
2021/02/27 08:03:27,-0.814,25.909,14.508,24.389,23911.206,1007.672,7.676,4.14,4.14,2.56,92.86,6.937,216.785,8.36,
2021/02/27 08:03:27,-0.886,25.908,14.542,24.441,23962.482,1007.697,7.701,4.22,4.22,2.54,92.84,6.934,216.700,8.36,
2021/02/27 08:03:27,-0.934,25.906,14.546,24.447,23969.213,1007.701,7.705,4.14,4.14,3.39,92.93,6.940,216.895,8.39,
2021/02/27 08:03:28,-0.958,25.906,14.545,24.446,23967.960,1007.700,7.704,3.74,3.74,2.12,92.86,6.935,216.744,8.39,
2021/02/27 08:03:28,-0.958,25.906,14.546,24.447,23968.937,1007.701,7.705,4.51,4.51,2.42,92.84,6.934,216.713,8.38,
2021/02/27 08:03:28,-0.934,25.904,14.545,24.444,23967.475,1007.701,7.705,6.61,6.61,7.03,92.85,6.934,216.714,8.38,
2021/02/27 08:03:28,-0.982,25.904,14.542,24.441,23963.856,1007.698,7.703,7.05,7.05,8.29,92.81,6.932,216.637,8.39,
2021/02/27 08:03:28,-1.006,25.905,14.501,24.378,23901.944,1007.667,7.672,8.08,8.08,14.97,92.81,6.933,216.675,8.37,
2021/02/27 08:03:28,-1.006,25.904,14.470,24.330,23855.322,1007.644,7.649,5.96,5.96,11.67,92.84,6.936,216.774,8.37,
2021/02/27 08:03:28,-1.006,25.906,14.542,24.441,23963.619,1007.698,7.702,6.42,6.42,7.77,92.89,6.937,216.808,8.38,
2021/02/27 08:03:28,-1.006,25.906,14.489,24.360,23883.557,1007.658,7.662,5.26,5.26,5.57,92.84,6.936,216.757,8.39,
2021/02/27 08:03:28,-0.982,25.907,14.485,24.354,23877.251,1007.655,7.659,6.32,6.32,5.24,92.80,6.933,216.671,8.38,
2021/02/27 08:03:28,-0.982,25.907,14.418,24.251,23776.378,1007.605,7.609,34.46,34.46,30.67,92.77,6.934,216.686,8.37,
2021/02/27 08:03:29,-1.006,25.907,14.380,24.192,23719.318,1007.576,7.581,48.56,48.56,43.03,92.84,6.940,216.903,8.38,
2021/02/27 08:03:29,-1.006,25.907,14.339,24.129,23657.152,1007.546,7.550,33.97,33.97,26.95,92.88,6.945,217.045,8.39,
2021/02/27 08:03:29,-1.077,25.907,14.436,24.278,23803.250,1007.618,7.622,30.67,30.67,16.09,92.89,6.941,216.931,8.36,
2021/02/27 08:03:29,-1.125,25.909,14.433,24.274,23798.228,1007.615,7.620,40.42,40.42,24.80,92.89,6.941,216.923,8.37,
2021/02/27 08:03:29,-1.149,25.910,14.519,24.408,23928.829,1007.679,7.684,69.87,69.87,28.33,92.92,6.940,216.895,8.38,
2021/02/27 08:03:29,-1.149,25.911,9.268,16.164,15846.687,1003.752,3.757,136.93,136.93,152.90,92.91,7.148,223.404,8.36,
2021/02/27 08:03:29,-1.173,25.904,1.082,2.160,2118.272,997.621,-2.373,310.87,310.87,732.42,92.91,7.488,234.022,8.38,
2021/02/27 08:03:29,-1.173,25.886,0.684,1.395,1368.163,997.327,-2.668,449.45,449.45,650.27,92.90,7.506,234.564,8.38,
2021/02/27 08:03:29,-1.197,25.873,0.722,1.468,1440.053,997.359,-2.636,360.45,360.45,383.01,92.91,7.506,234.582,8.37,
2021/02/27 08:03:29,-1.173,25.859,0.576,1.182,1160.024,997.252,-2.742,416.89,416.89,372.45,92.91,7.514,234.837,8.37,
2021/02/27 08:03:30,-1.173,25.841,0.494,1.019,1000.224,997.195,-2.800,397.32,397.32,353.81,92.89,7.517,234.921,8.40,
2021/02/27 08:03:30,-1.173,25.788,0.498,1.025,1007.830,997.212,-2.782,416.58,416.58,181.75,92.84,7.513,234.791,8.38,
2021/02/27 08:03:30,-1.197,25.742,0.308,0.642,631.776,997.081,-2.914,253.90,253.90,109.82,92.88,7.526,235.198,8.39,
2021/02/27 08:03:30,-1.197,25.715,0.329,0.685,674.242,997.104,-2.891,200.95,200.95,160.90,92.85,7.524,235.125,8.37,
2021/02/27 08:03:30,-1.173,25.651,0.298,0.622,613.052,997.098,-2.897,252.91,252.91,69.89,92.79,7.520,235.029,8.38,
2021/02/27 08:03:30,-1.197,25.489,0.273,0.569,562.631,997.121,-2.873,366.21,366.21,84.98,92.82,7.526,235.210,8.37,
2021/02/27 08:03:30,-1.173,25.334,0.259,0.538,534.377,997.151,-2.844,198.21,198.21,58.17,92.86,7.532,235.384,8.38,
2021/02/27 08:03:30,-1.197,25.218,0.243,0.505,502.292,997.169,-2.826,101.37,101.37,39.65,92.94,7.542,235.700,8.38,
2021/02/27 08:03:30,-1.197,25.115,0.307,0.633,631.522,997.244,-2.751,70.22,70.22,43.13,92.94,7.543,235.747,8.37,
2021/02/27 08:03:30,-1.197,25.013,0.265,0.546,546.051,997.238,-2.756,86.55,86.55,72.83,92.98,7.551,235.987,8.38,
2021/02/27 08:03:31,-1.197,24.890,0.223,0.460,460.686,997.238,-2.757,70.92,70.92,189.76,93.01,7.557,236.186,8.38,
2021/02/27 08:03:31,-1.197,24.724,0.206,0.425,427.375,997.268,-2.727,78.78,78.78,298.91,93.01,7.560,236.250,8.38,
2021/02/27 08:03:31,-1.197,24.590,0.198,0.407,411.139,997.296,-2.699,188.93,188.93,218.49,92.99,7.560,236.270,8.38,
2021/02/27 08:03:31,-1.173,24.473,0.191,0.392,396.765,997.320,-2.675,220.62,220.62,173.53,92.99,7.563,236.349,8.37,
2021/02/27 08:03:31,-1.197,24.361,0.189,0.386,391.656,997.346,-2.649,193.21,193.21,200.87,93.01,7.566,236.441,8.37,
2021/02/27 08:03:31,-1.197,24.230,0.186,0.380,386.124,997.377,-2.618,489.95,489.95,135.96,92.93,7.560,236.273,8.39,
2021/02/27 08:03:31,-1.197,24.175,0.182,0.370,377.086,997.387,-2.608,390.70,390.70,92.00,92.75,7.546,235.842,8.37,
2021/02/27 08:03:31,-1.197,24.112,0.177,0.361,367.770,997.399,-2.595,205.73,205.73,100.51,92.66,7.539,235.610,8.38,
2021/02/27 08:03:31,-1.173,24.090,0.173,0.353,360.123,997.402,-2.593,105.68,105.68,83.83,92.67,7.542,235.690,8.37,
2021/02/27 08:03:31,-1.197,24.091,0.169,0.345,351.928,997.399,-2.596,80.98,80.98,266.58,92.69,7.545,235.790,8.37,
2021/02/27 08:03:32,-1.197,24.103,0.166,0.338,344.520,997.393,-2.602,178.07,178.07,759.30,92.56,7.536,235.506,8.40,
2021/02/27 08:03:32,-1.197,24.127,0.163,0.331,337.976,997.385,-2.610,158.04,158.04,822.86,92.57,7.538,235.577,8.38,
2021/02/27 08:03:32,-1.173,24.151,0.159,0.323,329.295,997.376,-2.619,88.66,88.66,457.05,92.59,7.540,235.644,8.39,
2021/02/27 08:03:32,-1.197,24.170,0.155,0.317,322.595,997.368,-2.626,59.26,59.26,312.00,92.64,7.545,235.802,8.39,
2021/02/27 08:03:32,-1.197,24.190,0.152,0.310,315.378,997.361,-2.634,52.60,52.60,256.27,92.73,7.554,236.079,8.39,
2021/02/27 08:03:32,-1.197,24.220,0.148,0.303,308.175,997.351,-2.644,58.03,58.03,226.47,92.84,7.564,236.377,8.39,
2021/02/27 08:03:32,-1.197,24.256,0.147,0.299,304.447,997.340,-2.654,79.91,79.91,216.87,92.91,7.569,236.552,8.39,
2021/02/27 08:03:32,-1.197,24.277,0.144,0.295,299.618,997.333,-2.661,63.99,63.99,175.38,92.92,7.570,236.568,8.39,
2021/02/27 08:03:32,-1.197,24.278,0.141,0.289,293.655,997.331,-2.664,95.19,95.19,149.83,92.98,7.575,236.745,8.37,
2021/02/27 08:03:32,-1.197,24.238,0.140,0.286,290.802,997.340,-2.655,96.95,96.95,124.45,93.05,7.582,236.954,8.38,
2021/02/27 08:03:33,-1.197,24.230,0.138,0.281,285.765,997.340,-2.655,62.71,62.71,115.45,93.10,7.586,237.084,8.39,
2021/02/27 08:03:33,-1.197,24.246,0.135,0.276,280.685,997.334,-2.660,30.07,30.07,85.28,93.03,7.581,236.921,8.38,
2021/02/27 08:03:33,-1.197,24.224,0.133,0.271,275.415,997.338,-2.657,39.53,39.53,208.22,93.09,7.587,237.106,8.38,
2021/02/27 08:03:33,-1.197,24.199,0.137,0.280,284.820,997.347,-2.647,74.52,74.52,399.86,93.06,7.586,237.062,8.38,
2021/02/27 08:03:33,-1.197,24.189,0.138,0.282,286.792,997.351,-2.644,45.04,45.04,215.40,93.13,7.592,237.256,8.38,
2021/02/27 08:03:33,-1.197,24.158,0.128,0.261,266.098,997.351,-2.644,33.20,33.20,121.67,93.38,7.614,237.960,8.37,
2021/02/27 08:03:33,-1.197,24.156,0.125,0.254,258.764,997.349,-2.646,36.87,36.87,56.03,93.58,7.632,238.510,8.38,
2021/02/27 08:03:33,-1.197,24.171,0.121,0.247,251.092,997.342,-2.652,40.82,40.82,24.18,93.55,7.634,238.588,8.38,
2021/02/27 08:03:33,-1.197,24.167,0.149,0.303,308.680,997.364,-2.630,26.38,26.38,13.84,93.57,7.637,238.683,8.38,
2021/02/27 08:03:33,-1.197,24.172,0.126,0.256,260.475,997.345,-2.649,9.10,9.10,-7.60,93.53,7.636,238.642,8.37,
2021/02/27 08:03:34,-1.173,24.172,0.121,0.247,251.237,997.342,-2.652,14.76,14.76,-8.89,93.67,7.651,239.097,8.39,
2021/02/27 08:03:34,-1.197,24.164,0.120,0.243,248.031,997.343,-2.652,42.25,42.25,35.87,93.74,7.658,239.315,8.38,
2021/02/27 08:03:34,-1.197,24.146,0.118,0.241,245.138,997.346,-2.648,31.96,31.96,38.40,93.67,7.651,239.114,8.39,
2021/02/27 08:03:34,-1.197,24.109,0.117,0.238,242.581,997.355,-2.640,17.47,17.47,19.68,93.68,7.652,239.129,8.37,
2021/02/27 08:03:34,-1.197,24.059,0.115,0.233,237.848,997.365,-2.629,34.74,34.74,85.50,93.55,7.641,238.802,8.40,
2021/02/27 08:03:34,-1.197,24.014,0.114,0.230,235.029,997.375,-2.619,64.13,64.13,235.65,93.47,7.636,238.631,8.38,
2021/02/27 08:03:34,-1.197,23.961,0.113,0.228,233.175,997.388,-2.607,76.43,76.43,159.32,93.54,7.642,238.841,8.38,
2021/02/27 08:03:34,-1.197,23.924,0.113,0.228,233.171,997.397,-2.598,224.63,224.63,245.58,93.66,7.653,239.186,8.40,
2021/02/27 08:03:34,-1.173,23.911,0.112,0.226,231.247,997.399,-2.595,489.95,489.95,243.60,93.65,7.654,239.211,8.37,
2021/02/27 08:03:34,-1.173,23.922,0.111,0.225,230.451,997.397,-2.598,426.33,426.33,122.89,93.47,7.641,238.789,8.38,
2021/02/27 08:03:35,-1.197,23.830,0.111,0.224,229.473,997.419,-2.576,238.17,238.17,101.62,93.33,7.631,238.469,8.38,
2021/02/27 08:03:35,-1.197,23.655,0.110,0.221,227.783,997.461,-2.534,123.23,123.23,50.36,93.23,7.623,238.244,8.39,
2021/02/27 08:03:35,-1.173,23.499,0.109,0.219,226.257,997.498,-2.496,76.44,76.44,10.38,93.00,7.605,237.678,8.36,
2021/02/27 08:03:35,-1.197,23.415,0.108,0.217,224.555,997.518,-2.477,95.85,95.85,17.81,92.79,7.590,237.188,8.37,
2021/02/27 08:03:35,-1.197,23.324,0.108,0.215,222.911,997.539,-2.455,61.15,61.15,18.84,92.83,7.597,237.430,8.37,
2021/02/27 08:03:35,-1.173,23.255,0.111,0.222,230.944,997.558,-2.436,37.19,37.19,38.90,93.11,7.627,238.351,8.38,
2021/02/27 08:03:35,-1.221,23.254,0.111,0.221,230.234,997.558,-2.436,53.29,53.29,90.64,93.47,7.660,239.405,8.39,
2021/02/27 08:03:35,-1.197,23.266,0.131,0.263,273.353,997.571,-2.424,90.29,90.29,57.06,93.54,7.667,239.624,8.37,
2021/02/27 08:03:35,-1.197,23.267,0.118,0.235,243.948,997.560,-2.434,59.91,59.91,88.74,93.67,7.678,239.967,8.36,
2021/02/27 08:03:35,-1.197,23.257,0.112,0.223,232.247,997.558,-2.436,34.77,34.77,92.72,93.65,7.678,239.962,8.37,
2021/02/27 08:03:36,-1.173,23.269,0.108,0.216,224.121,997.553,-2.442,48.84,48.84,316.03,93.52,7.668,239.644,8.38,
2021/02/27 08:03:36,-1.197,23.313,0.106,0.211,218.616,997.540,-2.454,48.21,48.21,351.36,93.27,7.648,239.016,8.39,
2021/02/27 08:03:36,-1.197,23.379,0.104,0.207,214.337,997.523,-2.472,29.07,29.07,219.32,93.06,7.631,238.489,8.37,
2021/02/27 08:03:36,-1.173,23.448,0.102,0.204,211.310,997.505,-2.489,26.50,26.50,155.67,93.07,7.633,238.532,8.38,
2021/02/27 08:03:36,-1.197,23.499,0.101,0.202,209.328,997.492,-2.502,64.55,64.55,201.67,93.09,7.638,238.700,8.37,
2021/02/27 08:03:36,-1.197,23.536,0.100,0.201,207.230,997.482,-2.512,108.37,108.37,192.41,93.16,7.650,239.088,8.38,
2021/02/27 08:03:36,-1.197,23.537,0.099,0.198,204.495,997.481,-2.513,74.16,74.16,155.40,93.00,7.641,238.795,8.39,
